Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,0.411,0.361,0.818,21.3,8.4,2.1,2.9,18.6,0.072,-1.6,1.1,2008,0.6496674057649667,5.0,0.09090909090909091,-0.14545454545454548,0.4317,0.39316033958033,0.09891078007368252,0.13407015857760693,0.03174061433447099,1,1
12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,0.496,0.143,0.657,25.2,8.9,6.6,1.1,23.8,0.077,-2.6,-2.4,2008,0.8963414634146342,7.699999999999999,0.08333333333333333,-0.21666666666666667,0.3709,0.3515756798704366,0.26182603414535394,0.042850394763479314,0.04047619047619048,1,1
13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,0.426,0.402,0.706,22.0,6.8,2.9,1.0,11.2,0.051,-1.4,1.6,2008,0.6517615176151762,3.9,0.07692307692307693,-0.1076923076923077,0.4444,0.30764861794774706,0.13375615297235896,0.044301400984475575,0.023284823284823283,1,1
14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,0.453,0.241,0.74,15.2,7.1,4.3,0.7,5.8,0.072,-1.6,0.4,2008,0.5121951219512195,5.0,0.07142857142857142,-0.11428571428571428,0.39690000000000003,0.4657641239260609,0.2806560791460557,0.04868523821921374,0.023015873015873014,1,1
15,PHO,Robin Lopez,Stanford,16,992,20937,8326,4660,819,0.537,0.297,0.743,21.1,8.4,4.7,0.8,49.6,0.114,-1.1,4.6,2008,0.7560975609756098,5.5,0.06666666666666667,-0.07333333333333333,0.4616,0.3976691980704017,0.22257247934279029,0.03911735205616851,0.05,0,1
16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,0.459,0.356,0.797,15.1,7.9,4.1,0.7,25.8,0.116,-2.2,-0.6,2008,0.8597560975609756,4.8,0.0625,-0.1375,0.4516,0.5255639097744361,0.27020676691729323,0.04332706766917293,0.03659574468085106,0,1
17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,0.465,0.25,0.755,24.8,10.0,6.3,1.3,35.9,0.105,-1.1,3.5,2008,0.8970189701897019,7.6,0.058823529411764705,-0.06470588235294118,0.40800000000000003,0.4033803160656538,0.2546220025626945,0.05399963390078711,0.054229607250755284,0,1
18,WAS,JaVale McGee,Nevada,16,909,14676,6907,4577,386,0.578,0.192,0.604,16.1,7.6,5.0,0.4,43.7,0.143,0.0,7.3,2008,0.6928353658536586,5.4,0.05555555555555555,0.0,0.4262,0.4706323248841646,0.31186971926955576,0.02630144453529572,0.04807480748074808,0,1
19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,0.505,0.0,0.617,22.3,9.5,6.8,0.8,21.9,0.088,-1.8,0.5,2008,0.8140243902439024,7.6,0.05263157894736842,-0.09473684210526316,0.31420000000000003,0.4260796645702306,0.30515723270440254,0.03765199161425577,0.04101123595505618,0,1
21,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,0.422,0.38,0.854,25.8,12.3,5.3,0.9,46.7,0.134,1.0,12.8,2008,0.6595528455284553,6.2,0.047619047619047616,0.047619047619047616,0.4484,0.4771304192259527,0.2035303238117956,0.03494543502892242,0.07195685670261942,0,1
22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,0.451,0.388,0.853,27.1,9.6,2.6,1.7,39.3,0.086,-0.6,7.9,2008,0.8241869918699187,4.3,0.045454545454545456,-0.02727272727272727,0.466,0.3539520466769988,0.09695505515543805,0.06167380800437597,0.04845869297163995,0,1
23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,0.534,0.0,0.582,16.4,5.7,5.0,0.5,28.3,0.12,-1.3,2.0,2008,0.7605321507760532,5.5,0.043478260869565216,-0.05652173913043478,0.32520000000000004,0.34717416378316035,0.30627273533847926,0.031851654689024934,0.041253644314868804,0,1
26,SAS,George Hill,IUPUI,15,915,24501,9545,2731,2807,0.457,0.38,0.806,26.8,10.4,3.0,3.1,71.0,0.139,1.1,19.4,2008,0.7439024390243902,6.1,0.038461538461538464,0.04230769230769231,0.46110000000000007,0.38957593567609483,0.11146483816987061,0.11456675237745398,0.07759562841530054,0,1
27,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,0.444,0.352,0.765,17.8,6.5,3.5,0.8,12.3,0.066,-2.2,-0.4,2008,0.6815718157181572,4.3,0.037037037037037035,-0.08148148148148149,0.4393,0.36690888764673,0.19765231973169367,0.045723868082727784,0.024453280318091453,0,1
28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,0.406,0.304,0.701,16.8,6.1,2.4,0.7,1.5,0.017,-2.8,-0.9,2008,0.7713414634146342,3.0999999999999996,0.03571428571428571,-0.09999999999999999,0.3947,0.36182202394928387,0.1408781404085466,0.042967832824606714,0.005928853754940711,0,0
29,DET,D.J. White,Indiana,6,138,2111,810,437,80,0.507,0.333,0.72,15.3,5.9,3.2,0.6,3.8,0.087,-2.1,0.0,2008,0.2804878048780488,3.8000000000000003,0.034482758620689655,-0.07241379310344828,0.45870000000000005,0.38370440549502605,0.2070108953102795,0.037896731406916156,0.02753623188405797,0,1
30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,0.476,0.0,0.565,6.5,1.9,1.4,0.3,0.1,0.027,-4.3,-0.1,2008,0.23170731707317074,1.7,0.03333333333333333,-0.1433333333333333,0.2945,0.29554655870445345,0.21862348178137653,0.05263157894736842,0.002631578947368421,0,0
1,LAC,Blake Griffin,Oklahoma,13,765,24384,14513,6109,3055,0.493,0.328,0.696,31.9,19.0,8.0,4.0,81.1,0.16,3.3,32.8,2009,0.7176360225140713,12.0,1.0,3.3,0.44730000000000003,0.5951853674540682,0.2505331364829396,0.12528707349081364,0.10601307189542483,1,1
3,OKC,James Harden,Arizona State,16,1151,40012,27687,6473,8316,0.439,0.363,0.861,34.8,24.1,5.6,7.2,174.7,0.21,6.3,84.2,2009,0.8772865853658537,12.8,0.3333333333333333,2.0999999999999996,0.45080000000000003,0.6919674097770668,0.16177646705988202,0.20783764870538837,0.15178105994787142,1,1
4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,2009,0.724390243902439,9.399999999999999,0.25,0.2,0.4249,0.51238899243504,0.1491064576252604,0.15634250630413332,0.04781144781144781,1,1
6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9,2009,0.6626016260162602,5.8,0.16666666666666666,-0.6666666666666666,0.4161000000000001,0.4023542001070091,0.0821294810058855,0.16960941680042804,-0.006748466257668713,1,0
7,GSW,Stephen Curry,Davidson,16,1026,34975,25386,4819,6540,0.471,0.423,0.911,34.1,24.7,4.7,6.4,143.1,0.196,6.5,74.7,2009,0.7820121951219512,11.100000000000001,0.14285714285714285,0.9285714285714285,0.4958,0.7258327376697641,0.1377841315225161,0.18699070764832024,0.1394736842105263,1,1
8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2.0,0.0,2009,0.6234756097560976,6.6,0.125,-0.25,0.3728,0.4201768070722829,0.31058242329693186,0.04186167446697868,0.04009779951100244,1,1
9,TOR,DeMar DeRozan,USC,16,1187,41228,25292,5208,4869,0.469,0.3,0.842,34.7,21.3,4.4,4.1,108.5,0.126,0.8,29.4,2009,0.9047256097560976,8.5,0.1111111111111111,0.08888888888888889,0.4387,0.613466576113321,0.12632191714368876,0.11809934995634035,0.09140690817186184,1,1
11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,2009,0.46646341463414637,6.0,0.09090909090909091,-0.2545454545454545,0.3987,0.37132101300479126,0.1865160848733744,0.12457221081451061,-0.0013071895424836603,1,0
12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,2009,0.8155487804878049,5.1,0.08333333333333333,-0.15,0.43010000000000004,0.4321495596939512,0.12386314421827631,0.07283095134979067,0.034205607476635515,1,1
13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.0,0.0,2009,0.7456445993031359,4.6000000000000005,0.07692307692307693,-0.15384615384615385,0.3477,0.3983132863265588,0.24996543619521636,0.025024194663348542,0.04719626168224299,1,1
14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8,2009,0.5304878048780488,3.5,0.07142857142857142,-0.19999999999999998,0.3991,0.3134986225895317,0.2143250688705234,0.03691460055096419,0.011111111111111112,1,1
15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.0,0.0,2009,0.5955284552845529,3.3,0.06666666666666667,-0.13333333333333333,0.4192,0.36834462729912876,0.18489835430784124,0.051306873184898356,0.015358361774744027,0,1
16,CHI,James Johnson,Wake Forest,16,786,15561,5830,2716,1610,0.473,0.3,0.678,19.8,7.4,3.5,2.0,27.4,0.084,0.4,9.3,2009,0.5990853658536586,5.5,0.0625,0.025,0.4243,0.37465458518090095,0.17453891138101665,0.103463787674314,0.03486005089058524,0,1
17,PHI,Jrue Holiday,UCLA,16,1037,34160,16422,4340,6440,0.462,0.37,0.788,32.9,15.8,4.2,6.2,74.6,0.105,1.6,31.1,2009,0.7903963414634146,10.4,0.058823529411764705,0.09411764705882353,0.4578,0.4807377049180328,0.12704918032786885,0.1885245901639344,0.07193828351012535,0,1
18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6.0,42.1,0.126,1.4,13.6,2009,0.8399390243902439,8.7,0.05555555555555555,0.07777777777777777,0.45060000000000006,0.43367727498756836,0.09361014420686226,0.20611636001989062,0.07640653357531761,0,1
19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,2009,0.8394308943089431,8.0,0.05263157894736842,0.03157894736842105,0.4504,0.45393430788666306,0.08974011911207364,0.20686699151777657,0.06343825665859563,0,1
20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,2009,0.651219512195122,4.1,0.05,-0.145,0.40809999999999996,0.29286447638603696,0.08932238193018481,0.19507186858316222,0.012359550561797753,0,1
21,NOH,Darren Collison,UCLA,11,711,20833,8861,1889,3545,0.471,0.394,0.853,29.3,12.5,2.7,5.0,49.9,0.115,0.5,13.4,2009,0.7882483370288248,7.7,0.047619047619047616,0.023809523809523808,0.4784,0.4253348053568857,0.0906734507752124,0.17016272260356166,0.07018284106891702,0,1
24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.0,-1.8,2009,0.4609756097560976,5.0,0.041666666666666664,-0.16666666666666666,0.4022,0.4056877539175856,0.22925130586186884,0.044399303540336624,0.0031746031746031746,0,1
26,CHI,Taj Gibson,USC,16,1002,23069,8397,5727,946,0.517,0.266,0.712,23.0,8.4,5.7,0.9,60.2,0.125,-0.9,6.5,2009,0.7637195121951219,6.6000000000000005,0.038461538461538464,-0.03461538461538462,0.4361,0.36399497160691835,0.24825523429710866,0.041007412544973774,0.06007984031936128,0,1
27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0.0,6.7,2009,0.6407982261640798,5.5,0.037037037037037035,0.0,0.43229999999999996,0.376599634369287,0.17945155393053017,0.053089579524680075,0.05103806228373702,0,1
28,MIN,Wayne Ellington,UNC,13,770,16100,6190,1643,852,0.41,0.382,0.843,20.9,8.0,2.1,1.1,21.1,0.063,-1.5,2.2,2009,0.7223264540337712,3.2,0.03571428571428571,-0.05357142857142857,0.4421,0.384472049689441,0.10204968944099378,0.052919254658385095,0.027402597402597404,0,1
29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,2009,0.600609756097561,4.5,0.034482758620689655,-0.027586206896551724,0.42600000000000005,0.40061243509519373,0.11649580615097857,0.11835973904939422,0.030710659898477155,0,1
1,WAS,John Wall,Kentucky,11,647,22588,12088,2704,5735,0.43,0.322,0.776,34.9,18.7,4.2,8.9,44.5,0.094,2.2,24.1,2010,0.7172949002217295,13.100000000000001,1.0,2.2,0.4214,0.5351514078271649,0.11970958030812821,0.2538958739153533,0.0687789799072643,1,1
2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,2010,0.8597560975609756,8.1,0.5,-0.95,0.4128,0.3603337205618333,0.17309113950786778,0.13000316823318198,0.028652482269503544,1,1
3,NJN,Derrick Favors,Georgia Tech,12,790,19202,8354,5608,851,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14.0,2010,0.8028455284552846,8.2,0.3333333333333333,0.3,0.41250000000000003,0.43505884803666284,0.292052911155088,0.04431830017706489,0.07620253164556963,1,1
4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7.0,3.2,1.1,10.7,0.038,-1.6,1.2,2010,0.8252032520325203,4.300000000000001,0.25,-0.4,0.4109,0.31435570071258906,0.1428147268408551,0.0478770783847981,0.017569786535303774,1,1
5,SAC,DeMarcus Cousins,Kentucky,11,654,19508,12802,6664,1979,0.46,0.331,0.737,29.8,19.6,10.2,3.0,46.8,0.115,2.4,21.6,2010,0.7250554323725056,13.2,0.2,0.48,0.43610000000000004,0.6562435923723601,0.3416034447406192,0.10144556079557104,0.07155963302752293,1,1
6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,0.453,0.0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,2010,0.6689895470383276,3.5999999999999996,0.16666666666666666,-0.2333333333333333,0.2983,0.23761854583772393,0.1931858096241658,0.045662100456621,0.027083333333333334,1,1
7,DET,Greg Monroe,Georgetown,10,646,17670,8402,5293,1376,0.514,0.059,0.703,27.4,13.0,8.2,2.1,50.4,0.137,1.4,15.3,2010,0.7878048780487805,10.299999999999999,0.14285714285714285,0.19999999999999998,0.3509,0.4754951895868704,0.29954725523486136,0.07787209960384833,0.07801857585139318,1,1
8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,0.42,0.332,0.746,24.9,7.5,6.0,1.2,27.6,0.075,-0.6,6.5,2010,0.7882483370288248,7.2,0.125,-0.075,0.4174,0.3022940445248051,0.24183523561984405,0.049666628997626854,0.038818565400843885,1,1
9,UTA,Gordon Hayward,Butler,14,835,25654,12687,3698,2940,0.455,0.37,0.822,30.7,15.2,4.4,3.5,63.4,0.119,1.6,23.0,2010,0.7273519163763066,7.9,0.1111111111111111,0.17777777777777778,0.4577,0.49454276136275044,0.14414906057534888,0.11460201138224059,0.07592814371257485,1,1
10,IND,Paul George,Fresno State,15,908,30516,18697,5684,3369,0.44,0.383,0.853,33.6,20.6,6.3,3.7,89.5,0.141,3.7,44.1,2010,0.7382113821138211,10.0,0.1,0.37000000000000005,0.45849999999999996,0.6126949796827894,0.18626294402936164,0.1104011010617381,0.098568281938326,1,1
12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,2010,0.45121951219512196,2.5,0.08333333333333333,-0.3666666666666667,0.3965,0.3614457831325301,0.1208261617900172,0.04130808950086059,0.004324324324324324,1,1
13,TOR,Ed Davis,UNC,12,722,13756,4291,4616,539,0.567,0.0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2,2010,0.733739837398374,7.1000000000000005,0.07692307692307693,-0.015384615384615385,0.3418,0.31193660947949986,0.3355626635649898,0.03918290200639721,0.05997229916897506,1,1
14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,0.447,0.369,0.755,20.8,6.7,3.9,1.0,31.9,0.102,0.0,7.4,2010,0.7971175166297118,4.9,0.07142857142857142,0.0,0.4466,0.3204449507471688,0.1875628224887757,0.04931984185485492,0.04436717663421418,1,1
15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,0.48,0.0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,2010,0.483739837398374,6.4,0.06666666666666667,-0.07333333333333333,0.2953,0.32793959007551243,0.2901833872707659,0.037540453074433655,0.043277310924369754,0,1
16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,2010,0.5807926829268293,2.8000000000000003,0.0625,-0.13125,0.4395,0.340960240060015,0.15866466616654162,0.042010502625656414,0.01889763779527559,0,1
18,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,2010,0.7682926829268293,8.6,0.05555555555555555,0.08888888888888889,0.4388000000000001,0.49226963512677796,0.13971742543171115,0.1686408829265972,0.06097883597883598,0,1
19,BOS,Avery Bradley,Texas,12,660,18151,7279,1863,1105,0.434,0.365,0.783,27.5,11.0,2.8,1.7,17.2,0.045,-2.4,-1.8,2010,0.6707317073170732,4.5,0.05263157894736842,-0.1263157894736842,0.4413,0.4010247369290948,0.10263897305933557,0.0608781885295576,0.02606060606060606,0,1
20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8,2010,0.6024390243902439,3.5,0.05,-0.135,0.4094,0.32916666666666666,0.12962962962962962,0.06736111111111111,0.013360323886639675,0,1
21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,2010,0.10365853658536585,1.6,0.047619047619047616,-0.4714285714285714,0.2681,0.24793388429752067,0.15702479338842976,0.0743801652892562,-0.011764705882352941,0,0
22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1,2010,0.3323170731707317,2.4,0.045454545454545456,-0.22272727272727275,0.40140000000000003,0.3653061224489796,0.10952380952380952,0.06394557823129252,0.006422018348623853,0,0
23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,2010,0.8109756097560976,6.6,0.043478260869565216,-0.021739130434782608,0.4431,0.33839220014716703,0.26968359087564386,0.05206033848417954,0.04924812030075188,0,1
24,ATL,Damion James,Texas,4,39,623,150,131,26,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-3.7,-0.3,2010,0.11890243902439024,4.1,0.041666666666666664,-0.15416666666666667,0.2742,0.24077046548956663,0.2102728731942215,0.04173354735152488,0.0,0,0
25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1,2010,0.3252032520325203,3.2,0.04,-0.096,0.2939,0.3319838056680162,0.15384615384615385,0.19433198380566802,0.00375,0,0
26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,2010,0.6184668989547039,2.5,0.038461538461538464,-0.06923076923076923,0.4285,0.29095840867992767,0.11573236889692586,0.04755877034358047,0.027323943661971828,0,1
27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,2010,0.5711382113821138,5.6,0.037037037037037035,-0.04814814814814815,0.4149,0.5015344147303814,0.10273271956744118,0.12903697208826537,0.022419928825622774,0,1
28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.2,1.8,2010,0.6986062717770035,7.3,0.03571428571428571,-0.04285714285714285,0.4303,0.37720588235294117,0.10724789915966386,0.2032563025210084,0.0314214463840399,0,1
29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-3.5,-0.2,2010,0.2073170731707317,3.0,0.034482758620689655,-0.12068965517241378,0.3022,0.26383763837638374,0.23247232472324722,0.04428044280442804,0.0196078431372549,0,0
30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,2010,0.2926829268292683,1.8,0.03333333333333333,-0.14,0.3578,0.350253807106599,0.15228426395939088,0.05922165820642978,0.002777777777777778,0,0
1,CLE,Kyrie Irving,Duke,14,779,26879,18433,3173,4364,0.474,0.394,0.888,34.5,23.7,4.1,5.6,90.9,0.162,4.5,43.7,2011,0.6785714285714286,9.7,1.0,4.5,0.4834,0.685777000632464,0.11804754641169686,0.16235723055173185,0.11668806161745829,1,1
2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4.0,0.7,14.1,0.076,-1.6,0.8,2011,0.7456445993031359,4.7,0.5,-0.8,0.408,0.42971570397111913,0.19099729241877256,0.03305505415162455,0.03294392523364486,1,1
4,CLE,Tristan Thompson,Texas,13,819,20432,6822,6428,800,0.52,0.238,0.592,24.9,8.3,7.8,1.0,49.3,0.116,-1.7,1.3,2011,0.7682926829268293,8.8,0.25,-0.425,0.4144,0.33388801879404856,0.31460454189506654,0.03915426781519186,0.06019536019536019,1,1
8,DET,Brandon Knight,Kentucky,9,451,13202,6301,1385,1777,0.411,0.352,0.807,29.3,14.0,3.1,3.9,11.6,0.042,-1.6,1.4,2011,0.6111111111111112,7.0,0.125,-0.2,0.427,0.47727617027723074,0.10490834722011816,0.13460081805787003,0.02572062084257206,1,1
9,CHA,Kemba Walker,UConn,12,750,24810,14486,2831,3938,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,2011,0.7621951219512195,9.1,0.1111111111111111,0.31111111111111106,0.437,0.5838774687625957,0.11410721483272873,0.15872632003224507,0.07973333333333332,1,1
10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,0.409,0.372,0.879,13.3,6.0,1.0,1.4,2.2,0.033,-2.5,-0.4,2011,0.4898373983739837,2.4,0.1,-0.25,0.44120000000000004,0.44755680049797697,0.07563025210084033,0.10301898537192655,0.009128630705394191,1,1
11,GSW,Klay Thompson,Washington State,12,865,27809,16536,3041,1988,0.451,0.411,0.86,32.1,19.1,3.5,2.3,57.1,0.098,0.5,17.3,2011,0.8790650406504065,5.8,0.09090909090909091,0.045454545454545456,0.47590000000000005,0.5946276385342875,0.10935308713006581,0.07148764788377863,0.06601156069364161,1,1
12,UTA,Alec Burks,Colorado,14,791,17576,8346,2642,1521,0.415,0.386,0.805,22.2,10.6,3.3,1.9,31.7,0.087,-0.5,6.6,2011,0.6890243902439024,5.199999999999999,0.08333333333333333,-0.041666666666666664,0.4424,0.47485207100591714,0.15031861629494767,0.08653846153846154,0.040075853350189636,1,1
13,PHO,Markieff Morris,Kansas,14,791,18460,8076,3847,1221,0.443,0.341,0.779,23.3,10.2,4.9,1.5,27.3,0.071,-1.5,2.3,2011,0.6890243902439024,6.4,0.07692307692307693,-0.11538461538461539,0.4358,0.4374864572047671,0.20839653304442038,0.06614301191765981,0.034513274336283185,1,1
14,HOU,Marcus Morris,Kansas,13,832,22093,9965,3690,1235,0.435,0.377,0.774,26.6,12.0,4.4,1.5,39.3,0.085,-0.8,6.7,2011,0.7804878048780488,5.9,0.07142857142857142,-0.05714285714285714,0.44570000000000004,0.451047843208256,0.16702122844339837,0.0559000588421672,0.04723557692307692,1,1
15,IND,Kawhi Leonard,San Diego State,13,733,23283,14733,4662,2236,0.499,0.392,0.86,31.8,20.1,6.4,3.1,102.7,0.212,6.5,49.9,2011,0.6876172607879925,9.5,0.06666666666666667,0.43333333333333335,0.4923,0.6327792810204871,0.20023192887514496,0.096035734226689,0.14010914051841747,0,1
16,PHI,Nikola Vučević,USC,14,972,30503,16719,10170,2812,0.497,0.348,0.77,31.4,17.2,10.5,2.9,79.9,0.126,2.1,31.6,2011,0.8466898954703833,13.4,0.0625,0.13125,0.4647,0.5481100219650527,0.33340982854145496,0.09218765367340917,0.08220164609053499,0,1
17,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,2011,0.5621951219512196,5.1,0.058823529411764705,-0.09999999999999999,0.40670000000000006,0.28945074106364427,0.13374019180470795,0.07367044463818657,0.027982646420824295,0,1
18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,2011,0.6016260162601627,3.8000000000000003,0.05555555555555555,-0.17777777777777778,0.3789,0.23493282149712091,0.18119001919385797,0.035316698656429946,0.01554054054054054,0,0
19,CHA,Tobias Harris,Tennessee,14,970,30727,15604,5969,2293,0.478,0.366,0.836,31.7,16.1,6.2,2.4,75.3,0.118,1.0,22.9,2011,0.8449477351916377,8.6,0.05263157894736842,0.05263157894736842,0.469,0.5078269925472711,0.19425912064308262,0.07462492270641455,0.07762886597938144,0,1
21,POR,Nolan Smith,Duke,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.0,-0.8,2011,0.5121951219512195,2.2,0.047619047619047616,-0.2857142857142857,0.3609,0.3341375150784077,0.10012062726176116,0.11700844390832328,-0.009523809523809525,0,0
22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1.0,38.8,0.159,0.5,7.5,2011,0.7286585365853658,9.1,0.045454545454545456,0.022727272727272728,0.4272,0.4629945429740791,0.33117326057298774,0.04007503410641201,0.08117154811715481,0,1
24,OKC,Reggie Jackson,Boston College,14,884,21859,10845,2463,3606,0.423,0.345,0.854,24.7,12.3,2.8,4.1,36.3,0.08,-0.6,7.5,2011,0.7700348432055749,6.8999999999999995,0.041666666666666664,-0.024999999999999998,0.43489999999999995,0.4961343153849673,0.11267670067249189,0.16496637540601125,0.04106334841628959,0,1
25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,0.447,0.345,0.751,17.3,8.0,2.1,1.4,3.3,0.046,-1.6,0.4,2011,0.4878048780487805,3.5,0.04,-0.064,0.4366,0.46064814814814814,0.12268518518518519,0.08159722222222222,0.0165,0,1
